,ID,goal,pledged,currency,deadline,created_at,launched_at,backers_count,percent_funded,loc_country,cate_name,success_or_fail,videoCount,imageCount
55,1883737108,821,1041,USD,2018-11-14,2018-09-21,2018-10-15,32,126.7965895,US,Film & Video,1,1,3
56,1377932020,300,312,USD,2018-11-14,2018-09-09,2018-10-15,16,104,US,Accessories,1,0,14
57,1058554787,100,2975,USD,2018-11-14,2018-09-27,2018-10-15,66,2975,US,Tabletop Games,1,1,10
58,254398204,21175,33005,USD,2018-11-14,2018-03-06,2018-10-15,116,155.8685714,FR,Product Design,1,1,26
59,1555979512,500,524,USD,2018-11-14,2018-10-17,2018-10-30,9,104.8,CR,Audio,1,1,0
60,1536571266,18150,98,USD,2018-11-14,2018-10-08,2018-10-15,5,0.54,DE,Product Design,0,0,10
61,1258516209,6050,6647,USD,2018-11-14,2018-10-08,2018-10-15,103,109.86,YE,Web,1,1,0
62,1296349469,3000,5484,USD,2018-11-14,2018-09-22,2018-09-30,64,182.8,US,Product Design,1,1,7
63,582269633,10000,615,USD,2018-11-14,2018-09-21,2018-10-15,12,6.15,US,Small Batch,0,0,16
64,1368259413,250,273,USD,2018-11-14,2018-10-10,2018-10-15,14,109.2,US,Accessories,1,0,2
65,1139148008,15000,1001,USD,2018-11-14,2018-09-21,2018-10-15,21,6.673333333,US,Civic Design,0,0,34
66,1167597004,1750,2001,USD,2018-11-14,2018-06-06,2018-10-15,36,114.3428571,US,Photobooks,1,1,0
67,1706136930,100,33,USD,2018-11-14,2018-10-17,2018-10-20,3,33,US,Narrative Film,0,0,2
68,697390898,10000,10919,USD,2018-11-14,2018-09-19,2018-10-15,88,109.19,US,Architecture,1,1,8
69,1581734190,2000,219,USD,2018-11-14,2018-10-11,2018-10-24,11,10.95,US,Tabletop Games,0,0,19
70,1914854407,12000,887,USD,2018-11-14,2018-08-29,2018-10-24,26,7.3893125,CA,Drinks,0,0,10
71,1433992043,3000,3245,USD,2018-11-14,2018-10-10,2018-10-15,44,108.1566667,US,Fashion,1,1,13
72,484351529,6398,1,USD,2018-11-14,2018-10-25,2018-10-31,1,0.015629884,US,Interactive Design,0,0,3
73,557086717,41250,91,USD,2018-11-14,2018-10-06,2018-10-15,3,0.220527273,CA,Hardware,0,0,23
74,290090319,2500,2846,USD,2018-11-14,2018-06-17,2018-10-15,68,113.84,US,Comic Books,1,1,28
75,326536720,130,235,USD,2018-11-14,2018-10-29,2018-10-30,16,181,GB,Comic Books,1,0,1
76,315868366,11499,791,USD,2018-11-14,2018-11-04,2018-11-06,16,6.878859031,MX,Documentary,0,0,3
77,3236898,1500,599,USD,2018-11-14,2018-10-08,2018-10-15,17,39.93333333,US,Comic Books,0,0,15
78,758026336,650,1301,USD,2018-11-14,2018-10-18,2018-10-31,60,200.2,GB,Publishing,1,1,6
79,1029686923,300,118,USD,2018-11-14,2018-10-15,2018-10-15,9,39.5,US,Accessories,0,0,4
80,1613391551,30000,496,USD,2018-11-14,2018-10-09,2018-10-15,10,1.653333333,US,Film & Video,0,0,0
81,1534881283,350,924,USD,2018-11-14,2018-08-18,2018-10-15,38,264,US,Poetry,1,1,8
82,1182188681,20000,52,USD,2018-11-14,2018-09-20,2018-10-20,3,0.26,US,Hardware,0,0,16
83,838202557,2420,6,USD,2018-11-14,2018-10-11,2018-10-15,4,0.25,IT,Technology,0,0,0
84,899335122,250,206,USD,2018-11-14,2018-09-29,2018-09-30,5,82.556,MX,Fiction,0,1,0
85,1828600656,20000,56,USD,2018-11-14,2018-10-14,2018-10-15,4,0.28,US,Web,0,0,7
86,1082113903,49000,9322,USD,2018-11-14,2018-09-27,2018-10-15,37,19.0244898,US,Drinks,0,1,6
87,699218930,12000,65,USD,2018-11-14,2018-10-14,2018-10-15,3,0.541666667,US,Nonfiction,0,0,11
88,288822861,10650,2937,USD,2018-11-14,2018-10-01,2018-10-15,33,27.57546667,AU,Technology,0,0,12
89,67246410,11250,8360,USD,2018-11-14,2018-10-09,2018-11-02,66,74.3086,CA,Documentary,0,1,4
90,601422170,2420,1,USD,2018-11-14,2018-09-15,2018-09-15,1,0.041322314,US,Comedy,0,0,0
91,926556220,2420,2474,USD,2018-11-14,2018-08-29,2018-10-15,40,102.25,AR,Drama,1,0,31
92,1364271974,15000,982,USD,2018-11-14,2018-10-14,2018-10-15,24,6.546666667,US,Small Batch,0,0,9
93,1108581163,7100,7543,USD,2018-11-14,2018-09-12,2018-10-15,55,106.2332,AU,Music,1,1,2
94,2008383879,30000,1,USD,2018-11-14,2018-08-29,2018-10-15,1,0.003333333,US,Accessories,0,0,1
95,1421476395,400,1,USD,2018-11-14,2018-10-03,2018-10-30,1,0.25,US,Glass,0,0,0
96,211989180,500,86,USD,2018-11-14,2018-10-14,2018-10-15,6,17.2,US,DIY,0,0,0
97,1071568312,182,188,USD,2018-11-14,2018-10-23,2018-10-25,21,103.3333333,FR,Video Games,1,1,9
98,693760454,2040,4133,USD,2018-11-14,2018-10-18,2018-10-22,236,202.614,US,Games,1,1,19
99,913050858,6000,470,USD,2018-11-14,2018-09-30,2018-10-15,15,7.833333333,US,Jewelry,0,0,7
100,1480220022,4615,2078,USD,2018-11-14,2018-08-24,2018-10-15,71,45.03569231,AU,Nonfiction,0,0,6
101,8412272,100000,131965,USD,2018-11-14,2018-09-24,2018-10-15,306,131.965,US,Hardware,1,1,29
102,1697386025,1650,5654,USD,2018-11-14,2018-10-09,2018-10-15,166,342.6666667,US,Illustration,1,0,27
103,677813286,150,36,USD,2018-11-14,2018-07-13,2018-10-15,3,24.29333333,US,Shorts,0,0,0
104,797335281,3900,29842,USD,2018-11-14,2018-04-23,2018-10-24,275,765.1666667,GB,Tabletop Games,1,0,49
105,444624730,20000,2,USD,2018-11-14,2017-09-02,2018-09-15,2,0.01,US,Apps,0,0,5
106,2115414269,10000,5786,USD,2018-11-14,2018-08-14,2018-10-15,32,57.86,US,Hardware,0,0,17
107,1815843912,5000,2213,USD,2018-11-14,2018-09-29,2018-10-15,22,44.26,US,Rock,0,0,3
108,2051106353,350,50,USD,2018-11-14,2018-10-11,2018-10-15,3,14.28571429,US,Fashion,0,0,0
109,202327468,1125,1570,USD,2018-11-14,2018-09-30,2018-10-15,55,139.5526667,CA,Graphic Novels,1,1,22
110,634361888,1452,1631,USD,2018-11-14,2018-10-14,2018-10-15,21,112.3333333,ES,Children's Books,1,1,0
111,1362346942,4300,35,USD,2018-11-14,2018-09-24,2018-10-15,4,0.813953488,US,Accessories,0,0,10
112,1579002828,100000,227,USD,2018-11-14,2018-09-20,2018-10-15,3,0.227,US,Apparel,0,0,5
113,1160252568,1875,2193,USD,2018-11-14,2018-10-23,2018-10-25,99,116.9716,CA,Accessories,1,0,27
114,990323037,1250,46,USD,2018-11-14,2018-10-17,2018-10-17,4,3.6752,MX,Webcomics,0,0,0
115,1506803145,10000,7407,USD,2018-11-14,2018-07-07,2018-10-23,192,74.07,US,Tabletop Games,0,0,25
116,1535243566,9750,1055,USD,2018-11-14,2018-10-02,2018-10-12,31,10.82530769,CA,Film & Video,0,0,11
117,1718244759,10400,1628,USD,2018-11-14,2018-03-15,2018-10-15,31,15.65,GB,Playing Cards,0,0,0
118,318461634,750,8901,USD,2018-11-14,2018-10-28,2018-11-01,238,1186.8,CA,Graphic Novels,1,1,6
119,161054924,100000,17296,USD,2018-11-14,2018-06-04,2018-09-30,61,17.296,US,Drama,0,0,2
120,1294284628,130,1,USD,2018-11-14,2018-10-23,2018-10-24,1,0.769230769,US,Fiction,0,0,0
121,501532912,10000,1,USD,2018-11-14,2018-05-15,2018-09-15,1,0.0094,MX,Pop,0,0,0
122,1320874169,2500,2520,USD,2018-11-14,2018-06-02,2018-10-20,24,100.8,US,Drama,1,1,10
123,47521891,15000,476476,USD,2018-11-14,2018-07-10,2018-10-16,4743,3176.506667,US,Tabletop Games,1,1,61
124,1915453910,67000,21224,USD,2018-11-14,2018-09-16,2018-10-17,228,31.67761194,US,Comedy,0,0,11
125,68570474,10000,366297,USD,2018-11-14,2018-09-10,2018-09-26,4049,3662.9701,US,Product Design,1,1,16
126,1124150058,550,248,USD,2018-11-14,2018-09-12,2018-10-22,12,45.09090909,US,Children's Books,0,0,5
127,385250898,1400,21,USD,2018-11-14,2018-10-14,2018-10-16,2,1.5,US,Restaurants,0,0,5
128,1559904575,5000,16605,USD,2018-11-14,2018-10-06,2018-10-16,337,332.1,US,Comic Books,1,1,63
129,283227093,2000,101,USD,2018-11-14,2013-12-29,2018-09-27,2,5.05,CN,Comic Books,0,0,1
130,448366191,4000,3859,USD,2018-11-14,2018-10-07,2018-10-08,68,96.475,US,Rock,0,1,0
131,595601660,6000,847,USD,2018-11-14,2018-10-16,2018-11-07,10,14.11666667,US,Apparel,0,0,11
132,1299832565,11560,1001,USD,2018-11-15,2018-07-19,2018-10-14,24,8.656882353,NZ,Apparel,0,0,22
133,335492600,13000,13452,USD,2018-11-15,2018-10-03,2018-10-24,65,103.4769231,US,Spaces,1,1,13
134,1929741595,10000,51,USD,2018-11-15,2018-09-13,2018-09-20,2,0.51,US,Music,0,0,1
135,734561574,7500,8728,USD,2018-11-15,2018-10-22,2018-10-31,53,116.3729,CA,Product Design,1,1,10
136,98175297,7500,261,USD,2018-11-15,2011-03-22,2018-10-01,8,3.48,US,Documentary,0,0,0
137,177511186,25000,17633,USD,2018-11-15,2018-08-03,2018-10-15,86,70.532,US,R&B,0,0,4
138,1819186404,6500,6881,USD,2018-11-15,2018-06-12,2018-10-15,233,105.8541538,US,Pop,1,1,0
139,1736840862,20000,1572963,USD,2018-11-15,2018-09-06,2018-10-11,3986,7864.815,US,Product Design,1,1,66
140,1615054077,1000,124,USD,2018-11-15,2018-10-23,2018-10-27,3,12.4,US,Film & Video,0,0,0
141,699184287,10000,11475,USD,2018-11-15,2018-09-15,2018-10-16,38,114.75,US,Technology,1,1,19
142,403196785,340000,3634,USD,2018-11-15,2018-09-11,2018-10-16,9,1.068823529,CH,Gadgets,0,0,12
143,273696458,5000,26,USD,2018-11-15,2018-09-04,2018-09-16,2,0.52,US,Children's Books,0,0,0
144,1619033855,10285,265,USD,2018-11-15,2018-09-28,2018-10-16,5,2.576470588,NL,Hardware,0,0,1
145,378976976,188,640,USD,2018-11-15,2018-09-19,2018-10-23,36,341.316,CA,Illustration,1,0,4
146,529535500,15000,38225,USD,2018-11-15,2018-09-27,2018-10-14,475,254.8333333,US,Children's Books,1,1,28
147,351516456,4000,4165,USD,2018-11-15,2018-10-19,2018-10-24,64,104.125,US,Country & Folk,1,1,3
148,1052745195,50000,20353,USD,2018-11-15,2017-07-07,2018-10-16,78,40.706,US,Gadgets,0,0,0
149,1958115420,121000,154535,USD,2018-11-15,2017-04-25,2018-10-16,355,127.715,NL,Product Design,1,1,43
150,1972403108,9796,1238,USD,2018-11-15,2018-05-26,2018-10-16,11,12.63437293,GB,Product Design,0,0,25
151,617995943,2600,4018,USD,2018-11-15,2018-09-27,2018-10-16,65,154.54,HK,Gadgets,1,1,20
152,1264747002,1300,177,USD,2018-11-15,2018-10-15,2018-10-16,5,13.6,GB,Comedy,0,0,0
153,2095005868,6000,2680,USD,2018-11-15,2018-10-25,2018-10-25,69,44.662925,DK,Nonfiction,0,0,0
154,705581758,7100,1,USD,2018-11-15,2018-10-10,2018-10-16,1,0.0132,AU,Web,0,0,0
155,769903919,2200,2825,USD,2018-11-15,2018-10-10,2018-10-16,72,128.39355,SE,Pop,1,1,5
156,477683956,6721,33444,USD,2018-11-15,2018-09-29,2018-10-25,638,497.6015474,GB,Product Design,1,1,47
157,1687823086,3025,2801,USD,2018-11-15,2018-10-15,2018-10-16,30,92.6,FR,Typography,0,1,13
158,583479960,6500,313,USD,2018-11-15,2018-10-15,2018-10-16,14,4.82,GB,Nonfiction,0,0,8
159,840124855,3500,51,USD,2018-11-15,2018-05-31,2018-09-16,2,1.457142857,US,Mobile Games,0,0,0
160,1878116800,7000,221,USD,2018-11-15,2018-09-27,2018-10-16,3,3.157142857,US,Nature,0,0,5
161,634231591,2000,3226,USD,2018-11-15,2018-07-24,2018-10-16,65,161.3,US,Children's Books,1,1,18
162,2056609663,30250,17,USD,2018-11-15,2018-10-02,2018-10-16,2,0.056,DE,Fiction,0,0,0
163,1657577751,5000,5649,USD,2018-11-15,2018-11-01,2018-11-05,203,112.98,US,Calendars,1,1,2
164,85898821,3900,5981,USD,2018-11-15,2017-04-24,2018-10-16,58,153.3666667,GB,Graphic Design,1,1,40
165,300983907,19500,124059,USD,2018-11-15,2018-09-16,2018-09-16,317,636.2,GB,Art,1,0,4
166,331475994,500,21,USD,2018-11-15,2018-09-27,2018-09-27,4,4.2,US,Documentary,0,0,0
167,853963055,260,325,USD,2018-11-15,2018-10-15,2018-10-23,22,125,GB,Accessories,1,0,8
168,2135410875,3550,15,USD,2018-11-15,2018-10-08,2018-10-17,2,0.4264,AU,Fabrication Tools,0,0,0
169,959860123,5000,5084,USD,2018-11-15,2018-06-18,2018-10-16,57,101.68,US,Children's Books,1,1,20
170,2128119305,1500,2980,USD,2018-11-15,2018-09-20,2018-10-01,44,198.6666667,US,Illustration,1,1,11
171,2103587865,325,274,USD,2018-11-15,2018-08-08,2018-10-16,13,84.4,GB,Illustration,0,0,9
172,1332056346,5000,20163,USD,2018-11-15,2018-09-09,2018-10-16,273,403.26,US,Tabletop Games,1,0,30
173,1274705694,35000,28951,USD,2018-11-15,2018-09-14,2018-10-16,150,82.71714286,US,Documentary,0,1,19
174,1903184370,5000,4412,USD,2018-11-15,2018-09-07,2018-10-17,135,88.24,US,Tabletop Games,0,1,7
175,789177162,375,1152,USD,2018-11-15,2018-10-23,2018-11-01,18,307.258,CA,Woodworking,1,0,18
176,429057895,1950,131,USD,2018-11-15,2018-10-13,2018-10-16,3,6.733333333,GB,Painting,0,0,0
177,1596179847,15600,64116,USD,2018-11-15,2018-10-14,2018-10-16,1151,411,GB,Tabletop Games,1,1,13
178,1018585450,390,269,USD,2018-11-15,2018-09-05,2018-10-16,8,69,HK,Product Design,0,0,32
179,989676945,11000,21510,USD,2018-11-15,2018-08-20,2018-10-15,262,195.5454545,US,Tabletop Games,1,1,36
180,665398722,15000,15307,USD,2018-11-15,2018-09-21,2018-10-16,154,102.0474,US,Drinks,1,0,1
181,338676511,27000,1053,USD,2018-11-15,2018-06-01,2018-10-16,57,3.9,US,Product Design,0,0,24
182,868901840,100,202,USD,2018-11-15,2018-09-19,2018-10-16,10,202,US,Festivals,1,1,6
183,44345980,500,746,USD,2018-11-15,2018-08-07,2018-10-16,25,149.2,US,Tabletop Games,1,1,31
184,1174028980,3000,649,USD,2018-11-15,2018-09-27,2018-10-16,9,21.63333333,US,Journalism,0,0,3
185,1042279749,30000,82529,USD,2018-11-15,2018-07-27,2018-10-16,1727,275.0966667,US,Drinks,1,1,94
186,2001096496,2500,2047,USD,2018-11-15,2018-10-07,2018-10-16,47,81.88,US,Children's Books,0,0,9
187,1602244584,15000,291,USD,2018-11-15,2018-09-09,2018-09-16,7,1.94,US,Apps,0,0,0
188,221125675,7500,22822,USD,2018-11-15,2018-09-29,2018-10-16,420,304.2929,CA,Video Games,1,1,22
189,824350364,7800,604,USD,2018-11-15,2018-10-12,2018-10-16,9,7.75,GB,Product Design,0,0,35
190,1757256744,100000,1999,USD,2018-11-15,2018-10-09,2018-10-16,39,1.999,US,Product Design,0,0,9
191,103310662,24200,40,USD,2018-11-15,2018-09-06,2018-09-17,2,0.165,ES,Fiction,0,0,0
192,276677238,1573,231,USD,2018-11-15,2018-10-14,2018-10-15,13,14.69230769,ES,Illustration,0,0,7
193,1683924223,200,122,USD,2018-11-15,2018-10-15,2018-10-16,4,61,US,Jewelry,0,0,3
194,1581044934,15000,8025,USD,2018-11-15,2018-10-11,2018-10-15,48,53.5,US,Drama,0,1,0
195,461060077,3000,322,USD,2018-11-15,2018-08-26,2018-10-16,13,10.73333333,US,Video Games,0,0,4
196,1386239561,450,1372,USD,2018-11-15,2018-10-04,2018-10-16,64,304.8816667,CA,Digital Art,1,0,13
197,1153862791,25000,2087,USD,2018-11-15,2018-03-16,2018-10-16,37,8.348,US,Technology,0,0,6
198,1420636234,24000,66023,USD,2018-11-15,2018-09-14,2018-10-16,582,275.0975,NO,Technology,1,1,52
199,114296303,12000,15905,USD,2018-11-15,2018-09-12,2018-10-16,220,132.5416667,US,Playing Cards,1,1,22
200,1262433766,6000,1,USD,2018-11-15,2018-10-04,2018-10-16,1,0.015666667,MX,Product Design,0,0,7
201,553112438,12500,14897,USD,2018-11-15,2018-09-14,2018-10-16,252,119.176,US,Tabletop Games,1,1,13
202,1932127987,18150,191980,USD,2018-11-15,2018-07-06,2018-10-17,7612,1057.74,IT,Tabletop Games,1,1,53
203,972728679,60500,2,USD,2018-11-15,2018-10-06,2018-10-14,2,0.004,DE,Painting,0,0,0
204,1722016530,50000,1,USD,2018-11-15,2018-10-23,2018-10-25,1,0.002,US,Restaurants,0,0,0
205,1423226225,275000,801,USD,2018-11-15,2018-09-07,2018-10-16,7,0.291272727,US,Video Games,0,0,0
206,1923339348,2844,894,USD,2018-11-15,2018-10-11,2018-10-16,11,31.44680851,DE,Tabletop Games,0,0,27
207,1739972566,35000,6006,USD,2018-11-15,2018-08-20,2018-10-16,48,17.16,US,Product Design,0,0,6
208,425054916,400,640,USD,2018-11-15,2018-10-15,2018-10-16,24,160,US,Digital Art,1,0,6
209,798575261,4500,2487,USD,2018-11-15,2018-10-01,2018-10-16,114,55.26666667,US,Comic Books,0,0,19
210,1740531895,5000,1,USD,2018-11-15,2018-05-09,2018-10-16,1,0.02,US,Animation,0,0,5
211,1529715983,1300,2698,USD,2018-11-15,2018-10-13,2018-10-26,68,207.52,HK,Art,1,0,11
212,244669015,2250,1,USD,2018-11-15,2018-10-14,2018-10-16,1,0.041777778,MX,Academic,0,0,0
213,1687733153,2000,5274,USD,2018-11-15,2018-10-24,2018-10-30,150,263.7,US,Tabletop Games,1,1,14
214,370339168,13000,24539,USD,2018-11-15,2018-09-03,2018-10-16,470,188.76,GB,Tabletop Games,1,1,12
215,494567778,250,429,USD,2018-11-15,2018-10-11,2018-10-12,11,171.6,US,Anthologies,1,0,11
216,1069277805,48400,83350,USD,2018-11-15,2018-09-15,2018-10-10,331,172.21,IT,Product Design,1,1,54
217,1127594260,2500,2501,USD,2018-11-15,2018-09-08,2018-10-07,33,100.04,US,Apparel,1,0,2
218,378131273,5000,5280,USD,2018-11-15,2018-10-13,2018-10-16,23,105.6,US,Narrative Film,1,1,4
219,903791185,10000,10149,USD,2018-11-15,2018-10-02,2018-10-16,116,101.49,US,Small Batch,1,1,9
220,1913940196,15800,15840,USD,2018-11-15,2018-06-01,2018-10-16,205,100.2531646,US,Tabletop Games,1,1,36
221,209623382,12100,1,USD,2018-11-15,2018-10-10,2018-10-16,1,0.01,IT,Web,0,0,0
222,1817300,20000,34737,USD,2018-11-15,2018-10-01,2018-10-16,380,173.685,US,Software,1,1,3
223,635027180,6000,241,USD,2018-11-15,2016-02-29,2018-10-16,4,4.016666667,SE,Translations,0,0,0
224,1261142305,16000,38689,USD,2018-11-15,2016-09-08,2018-10-15,797,241.8070625,US,Graphic Novels,1,1,40
225,636892610,5808,2540,USD,2018-11-15,2018-09-20,2018-10-21,64,43.72916667,NL,Playing Cards,0,0,19
226,453479530,1000,1200,USD,2018-11-15,2018-09-13,2018-10-16,17,120,US,Academic,1,1,0
227,236747606,7128,76,USD,2018-11-15,2018-10-11,2018-10-16,4,1.065761785,US,Film & Video,0,0,5
228,597132473,1875,1,USD,2018-11-15,2018-10-15,2018-10-16,1,0.0516,CA,Nonfiction,0,0,0
229,1084909459,6000,1271,USD,2018-11-15,2018-10-03,2018-10-16,14,21.18333333,US,Comedy,0,0,5
230,804710044,8311,3820,USD,2018-11-15,2018-09-27,2018-10-08,110,45.96318133,US,Punk,0,0,3
231,1514740740,7000,21,USD,2018-11-15,2018-10-16,2018-10-16,2,0.3,US,Crafts,0,0,9
232,1880868143,11250,1373,USD,2018-11-15,2018-08-06,2018-10-16,21,12.2086,CA,Accessories,0,0,32
233,1158020766,6000,6595,USD,2018-11-15,2018-10-15,2018-11-05,51,109.9166667,US,Performances,1,1,6
234,306003617,60500,552,USD,2018-11-15,2018-09-14,2018-09-16,19,0.912,FR,Movie Theaters,0,0,0
235,594607446,10800,2020,USD,2018-11-15,2018-05-21,2018-10-11,32,18.7037037,US,Performance Art,0,0,7
236,762249558,3630,10566,USD,2018-11-15,2018-10-29,2018-10-30,141,291.0846667,ES,Tabletop Games,1,0,22
237,940849622,3900,83557,USD,2018-11-15,2018-10-08,2018-10-10,3020,2142.483333,HK,Product Design,1,1,17
238,332950805,3700,4197,USD,2018-11-15,2018-10-06,2018-10-16,50,113.4324324,US,Country & Folk,1,1,0
239,544997696,144000,142819,USD,2018-11-15,2016-01-07,2018-10-01,379,99.17986111,US,Graphic Design,0,1,48
240,1321452582,6000,22984,USD,2018-11-15,2018-10-31,2018-11-06,1591,383.0666667,GR,Tabletop Games,1,0,12
241,1911356880,12000,3972,USD,2018-11-15,2018-09-25,2018-10-16,71,33.1,US,Software,0,0,0
242,635414684,7500,603,USD,2018-11-15,2018-10-09,2018-10-10,21,8.04,US,Apps,0,0,6
243,283997415,1000,1262,USD,2018-11-15,2018-07-26,2018-09-29,41,126.2,US,Children's Books,1,1,5
